**** All Elevator Calls (time,src,dest,state,elev dt) stage 7 ****
Elevator call,15.749018245415527,0,-6,3,0, Done, dt, 36.25098175458447
Elevator call,29.795724992354963,-4,80,3,1, Done, dt, 110.20427500764504
Elevator call,30.19242759005715,-7,88,3,2, Done, dt, 118.80757240994285
Elevator call,30.71595021642338,-5,74,3,3, Done, dt, 104.28404978357662
Elevator call,36.316621751195726,31,97,3,4, Done, dt, 127.68337824880427
Elevator call,46.331069014906234,-6,70,3,2, Done, dt, 292.66893098509377
Elevator call,52.229924572991195,-4,34,3,0, Done, dt, 70.7700754270088
Elevator call,61.04837839712013,-9,52,3,5, Done, dt, 282.95162160287987
Elevator call,62.31340802643376,-9,92,3,6, Done, dt, 122.68659197356624
Elevator call,62.42923444391522,-4,47,3,7, Done, dt, 97.57076555608478
Elevator call,62.88805493560881,4,74,3,0, Done, dt, 134.1119450643912
Elevator call,66.30025923587709,0,-1,3,8, Done, dt, 32.69974076412291
Elevator call,67.07281282103918,-4,85,3,9, Done, dt, 115.92718717896082
Elevator call,67.39684559916532,-4,80,3,5, Done, dt, 344.6031544008347
Elevator call,72.32053834730914,-1,44,3,7, Done, dt, 74.67946165269086
Elevator call,75.45009626287265,-9,-3,3,5, Done, dt, 94.54990373712735
Elevator call,79.5386026857368,0,-1,3,8, Done, dt, 19.461397314263195
Elevator call,82.00106471150661,-5,94,3,6, Done, dt, 318.9989352884934
Elevator call,85.05084296434165,-4,71,3,5, Done, dt, 307.94915703565835
Elevator call,85.05145915275011,-8,66,3,5, Done, dt, 292.9485408472499
Elevator call,86.4092159125421,-5,-1,3,5, Done, dt, 97.5907840874579
Elevator call,90.2739221800241,27,95,3,0, Done, dt, 137.7260778199759
Elevator call,97.56134129114707,-1,93,3,5, Done, dt, 347.4386587088529
Elevator call,99.09729234442648,-2,47,3,8, Done, dt, 70.90270765557352
Elevator call,100.09528650820425,-5,85,3,5, Done, dt, 326.90471349179575
Elevator call,104.82846934416693,-1,55,3,5, Done, dt, 252.17153065583307
Elevator call,105.17810733609576,-7,96,3,5, Done, dt, 352.82189266390424
Elevator call,106.41201702717126,-3,-1,3,5, Done, dt, 77.58798297282874
Elevator call,114.81417324516474,0,28,3,8, Done, dt, 150.18582675483526
Elevator call,115.21485779705449,-6,47,3,5, Done, dt, 213.7851422029455
Elevator call,132.22282787251766,12,-5,3,8, Done, dt, 411.77717212748234
Elevator call,146.35768340608342,-5,-9,3,3, Done, dt, 143.64231659391658
Elevator call,158.57843474073547,-4,-2,3,1, Done, dt, 106.42156525926453
Elevator call,159.7248447389004,-3,0,3,5, Done, dt, 60.2751552610996
Elevator call,161.17660060250478,-4,20,3,7, Done, dt, 338.8233993974952
Elevator call,165.7531344344295,0,32,3,5, Done, dt, 138.2468655655705
Elevator call,176.14887504764965,-2,-1,3,5, Done, dt, 29.851124952350347
Elevator call,181.45096466058635,-1,30,3,4, Done, dt, 159.54903533941365
Elevator call,186.51782449175312,-4,51,3,9, Done, dt, 164.48217550824688
Elevator call,195.15148933880414,44,83,3,8, Done, dt, 144.84851066119586
Elevator call,198.24467886016964,0,9,3,5, Done, dt, 72.75532113983036
Elevator call,209.23422890304005,-3,-8,3,3, Done, dt, 69.76577109695995
Elevator call,213.83674037131436,-5,0,3,5, Done, dt, 36.16325962868564
Elevator call,215.1021415287812,-5,50,3,7, Done, dt, 364.8978584712188
Elevator call,215.59051445419368,-7,23,3,7, Done, dt, 297.4094855458063
Elevator call,221.97598265680836,0,-9,3,3, Done, dt, 68.02401734319164
Elevator call,222.5359102535349,-4,88,3,7, Done, dt, 455.4640897464651
Elevator call,224.36051008672325,-5,13,3,7, Done, dt, 238.63948991327675
Elevator call,227.04590382523793,-9,-7,3,7, Done, dt, 32.95409617476207
Elevator call,227.38691454468858,-6,-2,3,7, Done, dt, 79.61308545531142
Elevator call,228.54160571475745,16,-9,3,0, Done, dt, 473.45839428524255
Elevator call,245.93291648523973,-4,-1,3,7, Done, dt, 74.06708351476027
Elevator call,248.63460391073022,-2,40,3,1, Done, dt, 69.36539608926978
Elevator call,269.20102863151715,-2,76,3,7, Done, dt, 376.79897136848285
Elevator call,269.22907784823815,-2,58,3,7, Done, dt, 328.77092215176185
Elevator call,276.01601224888486,-1,100,3,7, Done, dt, 423.98398775111514
Elevator call,281.4335441423452,-8,6,3,3, Done, dt, 43.56645585765477
Elevator call,282.3742556797197,71,67,3,0, Done, dt, 114.62574432028032
Elevator call,285.98693024600857,-7,-9,3,0, Done, dt, 416.01306975399143
Elevator call,288.8516461099614,15,99,3,4, Done, dt, 131.1483538900386
Elevator call,304.58634081139144,0,14,3,7, Done, dt, 169.41365918860856
Elevator call,307.87547983371155,34,28,3,1, Done, dt, 42.12452016628845
Elevator call,310.61716965870755,7,80,3,7, Done, dt, 349.38283034129245
Elevator call,312.0106401629912,75,-1,3,8, Done, dt, 207.9893598370088
Elevator call,315.10202800168577,-5,-6,3,0, Done, dt, 351.89797199831423
Elevator call,321.6696330121292,0,48,3,7, Done, dt, 246.33036698787078
Elevator call,326.2162004719032,-9,-8,3,3, Done, dt, 36.78379952809678
Elevator call,326.89462213255365,-3,0,3,7, Done, dt, 51.10537786744635
Elevator call,328.356698884342,-5,-6,3,0, Done, dt, 338.643301115658
Elevator call,328.4651171984574,-8,24,3,7, Done, dt, 195.5348828015426
Elevator call,339.867098554736,-9,10,3,2, Done, dt, 142.132901445264
Elevator call,356.7750171885598,-9,69,3,1, Done, dt, 758.2249828114402
Elevator call,369.88592756734556,0,-1,3,3, Done, dt, 29.11407243265444
Elevator call,373.94444349409787,-4,34,3,9, Done, dt, 113.05555650590213
Elevator call,374.7234961849488,-3,64,3,7, Done, dt, 239.27650381505123
Elevator call,374.8932447072923,-1,100,3,7, Done, dt, 325.1067552927077
Elevator call,379.36239737345954,-8,56,3,3, Done, dt, 110.63760262654046
Elevator call,385.0290806533617,35,-9,3,8, Done, dt, 182.9709193466383
Elevator call,390.0533346121049,-6,46,3,7, Done, dt, 165.9466653878951
Elevator call,393.16870473647714,-5,-4,3,1, Done, dt, 117.83129526352286
Elevator call,407.1815824331113,-8,-5,3,1, Done, dt, 37.818417566888684
Elevator call,407.2751756344478,-8,82,3,1, Done, dt, 751.7248243655522
Elevator call,411.8124634838655,65,-2,3,6, Done, dt, 116.18753651613451
Elevator call,423.0325013937281,39,-5,3,0, Done, dt, 163.96749860627187
Elevator call,428.50976475833454,-2,26,3,2, Done, dt, 133.49023524166546
Elevator call,433.5968707841578,5,-7,3,8, Done, dt, 122.40312921584223
Elevator call,435.1813075400478,-4,47,3,2, Done, dt, 167.81869245995222
Elevator call,438.5413130199763,87,-7,3,4, Done, dt, 126.45868698002369
Elevator call,438.99163815922134,-5,14,3,1, Done, dt, 457.00836184077866
Elevator call,440.0203372604258,-7,-3,3,1, Done, dt, 82.97966273957422
Elevator call,447.93205545529304,-3,25,3,1, Done, dt, 499.06794454470696
Elevator call,451.3692847322909,-7,97,3,1, Done, dt, 743.6307152677091
Elevator call,452.03633893661413,-7,2,3,1, Done, dt, 331.96366106338587
Elevator call,459.1711197079285,-1,63,3,2, Done, dt, 169.82888029207152
Elevator call,460.29985923846334,-2,29,3,2, Done, dt, 114.70014076153666
Elevator call,466.2828258638442,-7,69,3,5, Done, dt, 199.7171741361558
Elevator call,468.0898444148602,19,70,3,7, Done, dt, 161.91015558513982
Elevator call,468.8096805917712,-9,54,3,1, Done, dt, 579.1903194082288
Elevator call,469.310926392428,-5,0,3,1, Done, dt, 298.689073607572
Elevator call,473.7625230253907,8,96,3,2, Done, dt, 198.2374769746093
Elevator call,475.6592720845995,-7,81,3,0, Done, dt, 407.3407279154005
Elevator call,475.75634847981314,-3,4,3,1, Done, dt, 330.24365152018686
Elevator call,481.281534942201,-9,60,3,1, Done, dt, 593.718465057799
Elevator call,488.83835985282417,-1,78,3,1, Done, dt, 655.1616401471758
Elevator call,494.2289555346056,-9,69,3,9, Done, dt, 141.77104446539443
Elevator call,494.9607965395985,-2,54,3,1, Done, dt, 553.0392034604015
Elevator call,496.6254987576124,-4,74,3,1, Done, dt, 633.3745012423876
Elevator call,499.05586101531685,-1,51,3,1, Done, dt, 535.9441389846831
